date,pc1,STOXX50,MP_pm,CBI_pm,MP_median,CBI_median
2016-01-21,-0.02123012,0.400713909185058,-0.02123012,-0,-0.02324465,0.00201453
2016-03-10,0.04921677,0.688633760156954,0,0.04921677,0.00290422,0.04631255
2016-04-21,0.00158768,-0.248670697023989,0.00158768,0,0.00863137,-0.00704369
2016-06-02,-0.00052859,-0.451695280376896,-0,-0.00052859,0.01397211,-0.0145007
2016-07-21,0.02511788,0.268560697187237,0,0.02511788,0.00409452,0.02102336
2016-09-08,0.01320984,-0.706778671544051,0.01320984,0,0.02888097,-0.01567113
2016-10-20,-0.00054625,0.098839863016309,-0.00054625,-0,-0.00338833,0.00284208
2016-12-08,0.00124482,0.761089152288008,0,0.00124482,-0.02336538,0.0246102
2017-01-19,-0.00011274,0.353983744241937,-0.00011274,-0,-0.01121313,0.01110039
2017-03-09,0.00092275,0.392688205950087,0,0.00092275,-0.01191526,0.01283801
2017-04-27,-0.00277817,0.0252352487292384,-0.00277817,-0,-0.00218444,-0.00059373
2017-06-08,-0.00147803,-0.169991000363723,-0,-0.00147803,0.00461871,-0.00609674
2017-07-20,-0.01114835,0.0560513035871679,-0.01114835,-0,-0.00734078,-0.00380757
2017-09-07,0.00101633,0.0566490534406938,0,0.00101633,-0.00127728,0.00229361
2017-10-26,0.00142533,0.400000844215143,0,0.00142533,-0.01189445,0.01331978
2017-12-14,-0.0017933,0.198614748025783,-0.0017933,-0,-0.00715653,0.00536323
2018-01-25,-3.02e-05,-0.606828780520452,-0,-3.02e-05,0.01911076,-0.01914096
2018-03-08,0.00235264,0.662802364929327,0,0.00235264,-0.0197137,0.02206634
2018-04-26,-0.00079866,-0.123114981463424,-0,-0.00079866,0.00348097,-0.00427963
2018-06-14,-0.00606048,1.24082942656702,-0.00606048,-0,-0.04213835,0.03607787
2018-07-26,0,0.235891422414625,0,0,-0.00743476,0.00743476
2018-09-13,-0.00093052,-0.186954190537492,-0,-0.00093052,0.00542711,-0.00635763
2018-10-25,0.00170137,-0.598837432179167,0.00170137,0,0.01972467,-0.0180233
